text,target
its difficult say whether the tuxedo is more boring or embarrassing im prepared call it draw,0.0
even as lame horror flicks go this is lame,0.0
so routine familiar predictable it raises the possibility that it wrote itself as newly automated final draft computer program,0.0
sunshine state lacks the kind dynamic that limbo offers in some ways is rather indulgent piece,0.0
even legends like alfred hitchcock john huston occasionally directed trifles so its no surprise see world class filmmaker like zhang yimou behind the camera for yarn thats ultimately rather inconsequential,0.0
long winded predictable scenario,0.0
too close phantom menace for comfort,0.0
silly humbuggery,0.0
although trying balance self referential humor normal ol slasher plot seemed like decent endeavor the result does not fully satisfy either the die hard jason fans or those who can take good joke,0.0
too clunky too busy ribbing itself be truly entertaining,0.0
this movie is about lying cheating but loving the friends you betray,0.0
it smacks purely commercial motivation with no great love for the original,0.0
melanie eventually slugs the yankee too bad the former murphy brown does not pop reese back,0.0
at the bottom rung the series entries,0.0
real clunker well made thoughtful well acted clunker but clunker nonetheless,0.0
dreary rip off goodfellas that serves as muddled offensive cautionary tale for hispanic americans,0.0
the picture scored by perversely cheerful marcus miller accordion harmonica banjo abomination is monument bad in all its florid variety,0.0
good for few unintentional laughs extreme ops was obviously made for the xxx crowd people who enjoy mindless action without the benefit decent acting writing direction,0.0
…a big baggy sprawling carnival movie stretching out before us with little rhyme or reason,0.0
frustrating combination strained humor heavy handed sentimentality,0.0
lawrence preaches strictly the converted,0.0
as written by michael berg michael j wilson from story by wilson this relentless all wise guys all the time approach tries way too hard gets tiring in no time at all,0.0
will probably stay in the shadow its two older more accessible qatsi siblings,0.0
just when the movie seems confident enough handle subtlety it dives into soapy bathos,0.0
choppy editing too many repetitive scenes spoil what could have been an important documentary about stand up comedy,0.0
the film falls back on the same old formula teen sex outrageous pranks scenes designed push the envelope bad taste for laughs,0.0
the only thing in pauline paulette that you havent seen before is scene featuring football field sized oriental rug crafted out millions vibrant flowers,0.0
if youre looking for comedy be served up better look elsewhere,0.0
it virtually defines comedy thats strongly mediocre with funny bits surfacing every once in while,0.0
an instant candidate for worst movie the year,0.0
despite its title amys orgasm is not porno though it is as tedious as one,0.0
like tone deaf singer at benefit concert john q is bad movie appearing on behalf good cause,0.0
adam sandler is gary cooper what gnat is racehorse,0.0
what kids will discover is new collectible what parents will suspect is that theyre watching ## minute commercial,0.0
beers who when shes given the right lines can charm the pam not off the wall but the script goes wrong at several key junctures,0.0
